brand,name,model-name,image-src,price,sale,rate,no-reviews,display-size,ram,HDD,processor,graphics-card,link-href,operating-system,SSD,rate-weight,site
HP,"HP Victus 15-fb0033ne - AMD Ryzen™ 7-5800H - 16GB - 512GB SSD -NVIDIA® GeForce RTX™ 3050 Ti 4GB - 15.6"" FHD - Win11 - Mica Silver",HP Victus 15-fb0033ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh417-1-2b_2.jpg,46699.0,12.22,0.0,0.0,15.6 inches,16 GB,None,"AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads",NVIDIA  GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated),https://2b.com.eg/en/hp-victus-15-fb0033ne-amd-ryzentm-7-5800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-15-6-fhd-win11-mica-silver.html,Windows 11,512GB  SSD,0.0,2B
Asus,"Asus Vivobook 15 X1502ZA-BQ005W - Intel® Core™i5-1235U - 8GB - 512GB SSD - Intel Iris Xᵉ Graphics - 15.6"" FHD - Win11 - Quiet Blue",Asus Vivobook 15 X1502ZA-BQ005W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu327-1-2b.jpg,26799.0,12.7,0.0,0.0,15.6 inches,8GB,None,"11 gen Intel Core™ i5-1235U Processor 1.3 GHz (12M Cache, up to 4.4 GHz, 10 cores)",None,https://2b.com.eg/en/asus-vivobook-15-x1502za-bq005w-intelr-coretmi5-1235u-8gb-512gb-ssd-intel-iris-x-graphics-15-6-fhd-win11-quiet-blue.html,Windows 11,512GB M.2 NVMe™ PCIe  3.0 SSD,0.0,2B
Acer,"Acer Aspire 5 - AMD Ryzen™ 7 5700U - 8GB - 512GB SSD - AMD RX 640 2GB - 15.6"" FHD - Pure Silver",Acer Aspire 5,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/c/zc265-1_1.jpg,23499.0,8.92,0.0,0.0,15.6 inches,8GB,None,AMD Ryzen™ 7 5700U,AMD RX 640 2GB,https://2b.com.eg/en/acer-aspire-5-amd-ryzentm-7-5700u-8gb-512gb-ssd-amd-rx-640-2gb-15-6-fhd-pure-silver.html,Free Dos,512 GB SSD PCI Express,0.0,2B
Acer,"Acer Aspire 3 - Intel® Core™ i5-1135G7 - 8GB - 1TB - NVIDIA® GeForce® MX350 2GB - 15.6""FHD - Pure Silver",Acer Aspire 3,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/c/zc265.jpg,20499.0,8.48,0.0,0.0,15.6 inches,8GB,1TB HDD,"11th Gen Intel  Core™ i5-1135G7 Processor 8M Cache, up to 4.20 GHz",NVIDIA  GeForce  MX350 2GB,https://2b.com.eg/en/acer-aspire-3-intelr-coretm-i5-1135g7-8gb-1tb-nvidiar-geforcer-mx350-2gb-15-6-fhd-pure-silver.html,Free Dos,None,0.0,2B
Lenovo,"Lenovo IdeaPad 5 15ITL05 - Intel® Core™ i7-1165G7 - 8GB - 512GB SSD - NVIDIA® GeForce MX450 2GB - 15.6"" FHD - Graphite Grey",Lenovo IdeaPad 5 15ITL05,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl409_1.jpg,30199.0,9.85,0.0,0.0,15.6 inches,8GB,None,"11th Gen Intel Core i7-1165G7 (4 Cores / 8 Threads, 2.8 / up to 4.7GHz, 12MB Cache)",NVIDIA GeForce MX450 2GB GDDR6,https://2b.com.eg/en/lenovo-ideapad-5-15itl05-intelr-coretm-i7-1165g7-8gb-512gb-ssd-nvidiar-geforce-mx450-2gb-15-6-fhd-graphite-grey.html,Free Dos,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,0.0,2B
Lenovo,"Lenovo Legion 5 Pro 16ITH6 - Intel® Core™ i7-11800H - 16GB - 1TB SSD - NVIDIA® GeForce® RTX™ 3050 Ti 4GB - 16"" WQXGA - Stin Grey",Lenovo Legion 5 Pro 16ITH6,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl900-edited.jpg,53799.0,8.5,0.0,0.0,16 inches,16GB,None,"11th Generation Intel  Core™ i7-11800H (8C / 16T, 2.3GHZ Up To 4.6GHz, 24MB)",NVIDIA  GeForce  RTX™ 3050 Ti 4GB,https://2b.com.eg/en/lenovo-legion-5-pro-16ith6-intelr-coretm-i7-11800h-16gb-1tb-ssd-nvidiar-geforcer-rtxtm-3050-ti-4gb-16-wqxga-stin-grey.html,Free Dos,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,0.0,2B
Lenovo,"Lenovo IdeaPad 3 15ITL6 - Intel® Core™ i7-1165G7 - 8GB - 1TB - NVIDIA® GeForce® MX450 2GB - 15.6"" FHD - Sand",Lenovo IdeaPad 3 15ITL6,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl339-1-2b.jpg,29099.0,8.49,0.0,0.0,15.6 inches,4GB,"1TB HDD 5400rpm 2.5""","11th Generation Intel  Core™ i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB)",NVIDIA  GeForce  MX450 2GB,https://2b.com.eg/en/lenovo-ideapad-3-15itl6-intelr-coretm-i7-1165g7-8gb-1tb-nvidiar-geforcer-mx450-2gb-15-6-fhd-sand.html,Free Dos,None,0.0,2B
Asus,"Asus TUF Gaming FX517ZM-HN007W - Intel® Core™ i7-12650H - 16GB - 512GB SSD - NVIDIA® GeForce RTX™ 3060 6GB - 15.6"" FHD - Win11 - Black",Asus TUF Gaming FX517ZM-HN007W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu172-edited.jpg,52499.0,12.35,0.0,0.0,15.6 inches,16GB,None,"12th Gen Intel  Core™ i7-12650H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 10 cores: 6 P-cores and 4 E-cores)","NVIDIA  GeForce RTX™ 3060 Laptop GPU 1452MHz* at 105W (1402MHz Boost Clock+50MHz OC, 80W+25W Dynamic Boost)",https://2b.com.eg/en/asus-tuf-gaming-fx517zm-hn007w-intelr-coretm-i7-12650h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-win11-black.html,Windows 11,512GB M.2 NVMe™ PCIe  3.0 SSD,0.0,2B
HP,"HP 15s-eq1001ne - AMD Ryzen 3-3250U - 4 GB - 256 GB SSD - AMD Radeon Integrated Graphics -15.6"" HD - Win11- Black",HP 15s-eq1001ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh399-1-2b-1.jpg,17399.0,12.56,0.0,0.0,15.6 inches,None,None,"AMD Ryzen™ 3 3250U Processor 2.6GHz Base Frequency ( 2 cores, 4 threads, Up to 3.5GHz, 4MB cache)",AMD Radeon Integrated Graphics,https://2b.com.eg/en/hp-15s-eq1001ne-amd-ryzen-3-3250u-dual-4-gb-256-gb-ssd-amd-radeon-integrated-graphics-15-6-hd-win11-black.html,Windows 11,256 GB PCIe  NVMe™ M.2 SSD,0.0,2B
HP,"HP 15s-eq3006ne - AMD Ryzen™ 7 5825U - 8GB - 512GB SSD - AMD Radeon Integrated Graphics - 15.6"" FHD - Win11 - Natural Silver",HP 15s-eq3006ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh407-1-2b.jpg,31199.0,10.09,0.0,0.0,15.6 inches,8 GB,None,"AMD Ryzen™ 7 5825U (up to 4.5 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads)",AMD Radeon Integrated Graphics,https://2b.com.eg/en/hp-15s-eq3006ne-amd-ryzentm-7-5825u-8gb-512gb-ssd-amd-radeon-integrated-graphics-15-6-fhd-win11-natural-silver.html,Windows 11,512 GB PCIe  NVMe™ M.2 SSD,0.0,2B
Itel,"Itel Spirit 2 - Intel® Core™ i3 -1115G4 - 4GB - 256GB SSD - Intel HD Graphics - 15.6""FHD - Grey",Itel Spirit 2,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/e/ze102-1-2b.jpg,11199.0,16.42,0.0,0.0,15.6 inches,4GB,None,11th Gen Intel  Core™ I3-1115G4 10nm 2-core 4 threads 3.0Ghz-4.1Ghz,Intel HD Graphics,https://2b.com.eg/en/itel-spirit-2-intelr-coretm-i3-1115g4-4gb-256gb-ssd-intel-hd-graphics-15-6-fhd-grey.html,Ubuntu,256GB SSD,0.0,2B
Lenovo,"Lenovo IdeaPad 1 15IAU7 - Intel® Core™ i7-1255U - 8GB - 512GB SSD - Intel Iris Xe Graphics - 15.6""FHD - Win11 - Abyss Blue",Lenovo IdeaPad 1 15IAU7,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl347-1-2b-1y.jpg,33899.0,9.84,0.0,0.0,15.6 inches,8GB,None,"12th Gen Intel  Core™ i7-1255U 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB",Intel Iris Xe Graphics,https://2b.com.eg/en/lenovo-ideapad-1-15iau7-intelr-coretm-i7-1255u-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-fhd-win11-abyss-blue.html,Windows 11,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,0.0,2B
Lenovo,"Lenovo IdeaPad Flex 5 14IAU7 - Intel® Core™ i5-1235U - 8GB - 512GB SSD - Intel Iris Xe Graphics - 14"" WUXGA Touch - Win11 - Storm Grey",Lenovo IdeaPad Flex 5 14IAU7,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl348-1y.jpg,40699.0,10.94,0.0,0.0,14 inches,8GB,None,"12th Gen Intel Core i5-1235U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB",Intel Iris Xe Graphics,https://2b.com.eg/en/lenovo-ideapad-flex-5-14iau7-intelr-coretm-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-14-wuxga-touch-win11-storm-grey.html,Windows 11,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,0.0,2B
Lenovo,"Lenovo IdeaPad Gaming 3 15ACH6 - AMD Ryzen™ 7-5800H - 8GB - 512GB SSD - NVIDIA® GeForce® RTX™ 3060 6GB - 15.6""FHD - Win11 - Shadow Black",Lenovo IdeaPad Gaming 3 15ACH6,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl817-1-2b-1y_2.jpg,48499.0,12.14,0.0,0.0,15.6 inches,8GB,None,"AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3)","NVIDIA GeForce RTX 3060 6GB GDDR6, Boost Clock 1282 / 1485MH, TGP 90W",https://2b.com.eg/en/lenovo-ideapad-gaming-3-15ach6-amd-ryzentm-7-5800h-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-3060-6gb-15-6-fhd-win11-shadow-black.html,Windows 11,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,0.0,2B
HUAWEI,"Huawei Matebook D15 - Intel® Core™ i3-1135G4 - 8GB - 256GB SSD - Intel® UHD Graphics - 15.6""FHD - Win11 - Mystic Silver",Huawei Matebook D15,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/m/zm032-edited.jpg,21499.0,12.25,0.0,0.0,15.6 inches,8 GB,None,"11th Generation Intel  Core™ i5-1135G7 8M Cache, up to 4.20 GHz",Intel  UHD Graphics,https://2b.com.eg/en/huawei-matebook-d15-intelr-coretm-i3-1135g4-8gb-256gb-ssd-intelr-uhd-graphics-15-6-fhd-win11-mystic-silver.html,Windows 11,256 GB SSD,0.0,2B
HP,"HP Victus 16-e0002ne - AMD Ryzen™ 7-5800H - 16GB - 1TB SSD - NVIDIA® GeForce® RTX™ 3050 4GB - 16""FHD - Win10 - Ceramic white",HP Victus 16-e0002ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh348-1n-2b.jpg,46299.0,12.31,0.0,0.0,16.1inches,16 GB,None,"AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads)",NVIDIA  GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated),https://2b.com.eg/en/hp-victus-16-e0002ne-amd-ryzentm-7-5800h-16gb-1tb-ssd-nvidiar-geforcer-rtxtm-3050-4gb-16-fhd-win10-ceramic-white.html,Windows 10,1 TB PCIe  NVMe™ TLC M.2 SSD,0.0,2B
Acer,"Acer Aspire 3 - Intel® Core™ i7-1165G7 - 8GB - 1TB - NVIDIA® GeForce® MX350 2GB - 15.6""FHD - Silver",Acer Aspire 3,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/c/zc079-1n-2b.jpg,24599.0,11.83,0.0,0.0,15.6 inches,8GB,1TB HDD,"11th Gen Intel  Core™ i7-1165G7 Processor 12M Cache, up to 4.70 GHz, with IPU",NVIDIA  GeForce  MX350 2GB,https://2b.com.eg/en/acer-aspire-3-intelr-coretm-i7-1165g7-8gb-1tb-nvidiar-geforcer-mx350-2gb-15-6-fhd-silver.html,Free Dos,None,0.0,2B
HP,"HP Victus 15-fa0031dx - Intel® Core™ i5-12450H - 8GB - 512GB SSD - NVIDIA® GeForce GTX® 1650 4GB - 15.6""FHD - Win11 - Gray",HP Victus 15-fa0031dx,,36999.0,10.19,0.0,0.0,15.6 inches,8GB,None,"12th Gen Intel  Core™ i5-12450H Processor, 12M Cache, up to 4.40 GHz",NVIDIA  GeForce GTX  1650 4GB,https://2b.com.eg/en/hp-victus-15-fa0031dx-intelr-coretm-i5-12450h-8gb-512gb-ssd-nvidiar-geforce-gtxr-1650-4gb-15-6-fhd-win11-gray.html,Windows 11,512GB SSD,0.0,2B
Lenovo,"Lenovo IdeaPad 3 15ITL6 - Intel® Core™ i3-1115G4 - 4GB - 1TB - Intel UHD Graphics - 15.6"" FHD - Grey",Lenovo IdeaPad 3 15ITL6,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl290-1-2b.jpg-1y_1.jpg,14799.0,10.3,0.0,0.0,15.6 inches,4GB,"1TB HDD 5400rpm 2.5""","11Gen Intel  Core™ i3-1115G4 (2Cores - 4Threads - 3.0GHz up to 4.1GHz, Cache 6MB)",Intel UHD Graphics,https://2b.com.eg/en/lenovo-ideapad-3-15itl6-intelr-coretm-i3-1115g4-4gb-1tb-intel-uhd-graphics-15-6-fhd-grey.html,Free Dos,None,0.0,2B
Asus,"Asus TUF Gaming A15 FA507XI-LP009W - AMD Ryzen R9 7940HS - 16GB - 512GB SSD - NVIDIA® GeForce® RTX™ 4070 8GB - 15.6""FHD - Win11 - Jaeger Grey",Asus TUF Gaming A15 FA507XI-LP009W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu612-3.jpg,71699.0,16.24,0.0,0.0,15.6 inches,16GB,None,"AMD Ryzen™ R9 7945HX Mobile Processor (16-core/32-thread, 64MB cache, up to 5.4 GHz max boost)","NVIDIA  GeForce RTX™ 4070 Laptop GPU, 8GB GDDR6",https://2b.com.eg/en/asus-tuf-gaming-a15-fa507xi-lp009w-amd-ryzen-r9-7940hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4070-8gb-15-6-fhd-win11-jaeger-grey.html,Windows 11,512GB PCIe 4.0 NVMe™ M.2 SSD,0.0,2B
Asus,"Asus TUF Gaming F15 FX507VU4-LP121W - Intel® Core™ i9 13900H - 16GB - 512GB SSD - NVIDIA® GeForce® RTX™ 4050 6GB - 15.6""FHD - Win11 - Mecha Grey",Asus TUF Gaming F15 FX507VU4-LP121W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu610.jpg,68199.0,16.22,0.0,0.0,15.6 inches,16GB,None,"Intel  Core™ i9 13900H (14 core, 20 threads, 24MBcache, 4.10GHZ upto 5.40GHZ MaxTurboFrequency)","NVIDIA  GeForce RTX™ 4050 Laptop GPU, TGP-140W, 6GBDDR6 MUX Switch Supported",https://2b.com.eg/en/asus-tuf-gaming-f15-fx507vu4-lp121w-intelr-coretm-i9-13900h-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-mecha-grey.html,Windows 11,512GB PCIe 4.0 NVMe™ M.2 SSD,0.0,2B
Asus,"Asus ROG Strix SCAR 17 G733PY-LL009W - AMD Ryzen™ 9-7945HX - 32GB - 2TB SSD - NVIDIA® GeForce RTX™ 4090 16GB - 17.3""QHD - Win11 - Black",Asus ROG Strix SCAR 17 G733PY-LL009W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu434.jpg,178099.0,13.16,0.0,0.0,17.3 inches,32GB,None,"AMD Ryzen™ 9 7945HX Mobile Processor (16-core/32-thread, 64MB cache, up to 5.4 GHz max boost)","NVIDIA  GeForce RTX™ 4090 Laptop GPU With ROG Boost: 2090MHz at 175W (2040MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)",https://2b.com.eg/en/rog-strix-scar-g533qs-hf255t-amd-ryzentm-9-5900hx-32-2-ssd-nvidiar-geforce-rtxtm-3080-16gb-15-6-fhd-10.html,Windows 11,2TB PCIe  4.0 NVMe™ M.2 Performance SSD,0.0,2B
Asus,"Asus TUF Gaming A15 FA507NU-LP045W - AMD Ryzen™ 7-7735HS - 16GB - 512GB SSD - NVIDIA® GeForce® RTX™ 4050 6GB - 15.6""FHD - Win11 - Black",Asus TUF Gaming A15 FA507NU-LP045W,,55199.0,12.66,0.0,0.0,15.6 inches,8GB,None,"AMD Ryzen™ 7-7735HS (8 Cores , 16threads , 3.2GHZ Up to 4.75GHz)","NVIDIA  GeForce RTX™ 4050 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 6GB GDDR6",https://2b.com.eg/en/asus-tuf-gaming-a15-fa507nu-lp045w-amd-ryzentm-7-7735hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-black.html,Windows 11,512GB PCIe  4.0 NVMe™ M.2 SSD,0.0,2B
HP,"HP Victus 16-d1026ne - Intel® Core™ i7 12700H - 16GB - 512GB SSD - NVIDIA® GeForce® RTX™ 3060 6GB - 16.1"" FHD - Win11 - Mica Silver",HP Victus 16-d1026ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh425-edited1_1.jpg,63799.0,13.08,0.0,0.0,16.1inches,16 GB,None,"12th Gen Intel  Core™ i7-12700H (up to 4.7 GHz with Intel  Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",NVIDIA  GeForce RTX™ 3060 Laptop GPU (6 GB GDDR6 dedicated),https://2b.com.eg/en/hp-victus-16-d1026ne-intelr-coretm-i7-12700h-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-3060-6gb-16-1-fhd-win11-mica-silver.html,Windows 11,512 GB PCIe  NVMe™ TLC M.2 SSD,0.0,2B
Asus,"Asus X515EP-EJ007W - Intel® Core™i7-1165G7 - 8GB - 512GB SSD - NVIDIA® GeForce® MX330 2GB - 15.6"" FHD - Win11 - Slate Grey",Asus X515EP-EJ007W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu459-1.jpg,31399.0,14.67,0.0,0.0,15.6 inches,8GB,None,"Intel  Core™ i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",NVIDIA  GeForce  MX330 2GB,https://2b.com.eg/en/asus-x515ep-ej007w-intelr-coretmi7-1165g7-8gb-512gb-ssd-nvidiar-geforcer-mx330-2gb-15-6-fhd-win11-slate-grey.html,Windows 11,512GB M.2 NVMe™ PCIe  3.0 SSD,0.0,2B
Asus,ASUS Vivobook S 15X OLED X1503ZA-OLED007W - Intel® Core™ i7 - 12700H - 8GB - 512GB SSD - Intel® UHD Graphics - 15.6'' FHD OLED - Win11 - Quiet Blue,X1503ZA-OLED007W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu277-1.jpg,31399.0,15.14,0.0,0.0,15.6 inches,8GB,None,"Intel  Core™ i7-12700H Processor 24M Cache, up to 4.70 GHz",Intel UHD Graphics,https://2b.com.eg/en/asus-vivobook-s-15x-oled-x1503za-oled007w-intelr-coretm-i7-12700h-8gb-512gb-ssd-intelr-uhd-graphics-15-6-fhd-oled-win11-quiet-blue.html,Windows 11,512GB SSD,0.0,2B
HP,"HP Pavilion Gaming 15-dk2099ne - Intel® Core™ i7-11370H - 8GB - 512 GB SSD - NVIDIA® GeForce® RTX 3050 4GB - 15.6"" FHD - Black",HP Pavilion Gaming 15-dk2099ne,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh384.jpg,46499.0,12.26,0.0,0.0,15.6 inches,8 GB,None,"11Gen Intel  Core™ i7-11370H (up to 4.8 GHz with Intel  Turbo Boost Technology, 12 MB L3 cache, 4 cores)",NVIDIA  GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated),https://2b.com.eg/en/hp-pavilion-gaming-15-dk2099ne-intelr-coretm-i7-11370h-8gb-512-gb-ssd-nvidiar-geforcer-rtx-3050-4gb-15-6-fhd-black.html,Free Dos,512 GB PCIe  NVMe™ M.2 SSD,0.0,2B
Dell,"Dell G15-5511 - Intel® Core™ i5-11260H - 8GB - 512GB SSD - NVIDIA® GeForce RTX™ 3050 4GB - 15.6"" FHD - Gray",Dell G15-5511,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd090-1n-2b_1.jpg,40399.0,12.36,0.0,0.0,15.6 inches,8 GB,None,"11th Generation Intel  Core™ i5-11260H (12 MB Cache, 6 Core, Up to 4.40 GHz)","Nvidia  GeForce  RTX™ 3050, 4 GB, GDDR6",https://2b.com.eg/en/dell-g15-5511-intelr-coretm-i5-11260h-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-15-6-fhd-gray.html,Free Dos,"512 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD",0.0,2B
Dell,"Dell Vostro 3520 - Intel® Core™ i7-11255U - 8GB - 512 SSD - NVIDIA® GeForce MX550 2GB - 15.6""FHD - Black",Vostro 3520,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd108_1.jpg,33599.0,9.68,0.0,0.0,15.6 inches,8 GB,None,"Intel  Core™ i7-11255U (up to 4.7 GHz with Intel  Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",NVIDIA  GeForce MX550 2GB,https://2b.com.eg/en/dell-vostro-3520-intelr-coretm-i7-11255u-8gb-512-ssd-nvidiar-geforce-mx550-2gb-15-6-fhd-black.html,Free Dos,"512 GB, M.2, PCIe NVMe, SSD",0.0,2B
Asus,Asus Vivobook 15 X OLED X1503ZA-OLED005W - Intel® Core™ i5-12500H - 8GB -512GB SSD - Intel UHD Integrated Graphics -15.6'' FHD OLED - Win11- Quiet Blue,X1503ZA-OLED005W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu383--0_1.jpg,27999.0,13.31,0.0,0.0,15.6 inches,8GB,None,"12th Gen Intel  Core™ i5-12500H (up to 4.5 GHz with Intel  Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads)",Intel UHD Graphics,https://2b.com.eg/en/asus-vivobook-15-x-oled-x1503za-oled005w-intelr-coretm-i5-12500h-8gb-512gb-ssd-intel-uhd-integrated-graphics-15-6-fhd-oled-win11-quiet-blue.html,Windows 11,512GB M.2 NVMe™ PCIe  3.0 SSD,0.0,2B
Asus,"Asus ROG Flow X16 GV601RM-GRY57W - AMD Ryzen™ R7-6800HS - 16GB - 512GB SSD - NVIDIA® GeForce RTX 3060 6GB - 16"" QHD+ - Win11 - Eclipse Gray",Asus ROG Flow X16 GV601RM-GRY57W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu335-4.jpg,62599.0,12.2,0.0,0.0,16 inches,8GB,512GB PCIe® 4.0 NVMe™ M.2,"AMD Ryzen 7-6800HS (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",NVIDIA  GeForce RTX 3060 6GB,https://2b.com.eg/en/asus-rog-flow-x16-gv601rm-gry57w-amd-ryzentm-r7-6800hs-16gb-512gb-ssd-nvidiar-geforce-rtx-3060-6gb-16-qhd-win11-eclipse-gray.html,Windows 11,None,0.0,2B
Asus,ASUS Vivobook S 14 Flip TP3402ZA-LZ007W - Intel® Core™ i7 - 12700H - 8GB - 512GB SSD - Intel® Iris Xe Graphics - 14.0'' WUXGA - Win11 - Cool Silver,TP3402ZA-LZ007W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu357.jpg,37699.0,15.47,0.0,0.0,14 inches,8GB,None,"Intel  Core™ i7-12700H Processor 24M Cache, up to 4.70 GHz",Intel  Iris  Xe Graphics,https://2b.com.eg/en/asus-vivobook-s-14-flip-tp3402za-lz007w-intelr-coretm-i7-12700h-8gb-512gb-ssd-intelr-iris-xe-graphics-14-0-wuxga-win11-cool-silver.html,Windows 11,512GB SSD,0.0,2B
Asus,ASUS Vivobook S15 OLED K3502ZA-OLED005W - Intel® Core™ i5 12500H - 16GB - 512GB SSD - Intel® Iris Xe Graphics - 15.6 '' FHD OLED - Win11 - Brave Green,K3502ZA-OLED005W,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu399.jpg,34699.0,15.16,0.0,0.0,15.6 inches,16GB,None,"12th Gen Intel  Core™ i5-12500H (up to 4.5 GHz with Intel  Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads)",Intel  Iris Xe Graphics,https://2b.com.eg/en/asus-vivobook-s15-oled-k3502za-oled005w-intelr-coretm-i5-12500h-16gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-oled-win11-brave-green.html,Windows 11,512GB SSD,0.0,2B
